server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_15,20:56:00,20:56:30,59.91,52.91,
server_15,20:56:10,20:56:40,56.24,52.63,
server_15,20:56:20,20:56:50,62.39,50.67,
server_15,20:56:30,20:57:00,62.69,48.01,
server_15,20:56:40,20:57:10,67.1,50.15,
server_15,20:56:50,20:57:20,63.14,51.87,
server_15,20:57:00,20:57:30,51.13,52.57,
server_15,20:57:10,20:57:40,57.1,42.59,
server_15,20:57:20,20:57:50,47.46,44.05,
server_15,20:57:30,20:58:00,50.81,48.23,
server_15,20:57:40,20:58:10,39.42,52.26,
server_15,20:57:50,20:58:20,52.86,37.31,
server_15,20:58:00,20:58:30,50.2,44.83,
server_15,20:58:10,20:58:40,58.67,51.8,
server_15,20:58:20,20:58:50,62.84,57.9,
server_15,20:58:30,20:59:00,71.43,58.67,
server_15,20:58:40,20:59:10,61.4,51.48,
server_15,20:58:50,20:59:20,61.56,58.68,
server_15,20:59:00,20:59:30,66.04,46.49,
server_15,20:59:10,20:59:40,65.6,47.38,
server_15,20:59:20,20:59:50,55.41,46.2,
server_15,20:59:30,21:00:00,53.03,45.09,
server_15,20:59:40,21:00:10,54.84,51.25,
server_15,20:59:50,21:00:20,50.61,61.13,
server_15,21:00:00,21:00:30,47.58,80.31,Memory saturation suspected
server_15,21:00:10,21:00:40,54.84,76.17,
server_15,21:00:20,21:00:50,52.99,70.95,
server_15,21:00:30,21:01:00,53.46,52.04,
server_15,21:00:40,21:01:10,45.47,54.95,
server_15,21:00:50,21:01:20,62.72,59.18,
server_15,21:01:00,21:01:30,54.48,66.9,
server_15,21:01:10,21:01:40,58.27,64.84,
server_15,21:01:20,21:01:50,47.49,68.6,
server_15,21:01:30,21:02:00,53.54,69.44,
server_15,21:01:40,21:02:10,58.64,63.67,
server_15,21:01:50,21:02:20,51.53,45.29,
server_15,21:02:00,21:02:30,47.61,43.37,
server_15,21:02:10,21:02:40,40.67,59.54,
server_15,21:02:20,21:02:50,55.61,69.78,
server_15,21:02:30,21:03:00,56.97,66.46,
server_15,21:02:40,21:03:10,53.85,60.63,
server_15,21:02:50,21:03:20,44.14,49.63,
server_15,21:03:00,21:03:30,51.74,54.1,
server_15,21:03:10,21:03:40,50.28,42.94,
server_15,21:03:20,21:03:50,50.29,46.33,
server_15,21:03:30,21:04:00,43.03,45.87,
server_15,21:03:40,21:04:10,48.51,49.29,
server_15,21:03:50,21:04:20,52.12,53.61,
server_15,21:04:00,21:04:30,62.19,64.06,
server_15,21:04:10,21:04:40,65.63,69.49,
server_15,21:04:20,21:04:50,63.03,68.94,
server_15,21:04:30,21:05:00,56.57,57.91,
server_15,21:04:40,21:05:10,65.17,53.79,
server_15,21:04:50,21:05:20,61.81,62.48,
server_15,21:05:00,21:05:30,69.34,56.23,
server_15,21:05:10,21:05:40,56.97,59.19,
server_15,21:05:20,21:05:50,62.92,46.54,
server_15,21:05:30,21:06:00,51.13,51.62,
server_15,21:05:40,21:06:10,47.21,47.06,
server_15,21:05:50,21:06:20,58.36,35.51,
server_15,21:06:00,21:06:30,59.11,47.28,
server_15,21:06:10,21:06:40,57.91,54.41,
server_15,21:06:20,21:06:50,53.69,68.0,
server_15,21:06:30,21:07:00,70.66,48.79,
server_15,21:06:40,21:07:10,71.13,47.56,
server_15,21:06:50,21:07:20,65.94,51.67,
server_15,21:07:00,21:07:30,41.86,62.41,
server_15,21:07:10,21:07:40,44.17,57.7,
server_15,21:07:20,21:07:50,37.52,59.28,
server_15,21:07:30,21:08:00,45.3,56.32,
server_15,21:07:40,21:08:10,51.53,61.54,
server_15,21:07:50,21:08:20,53.89,53.43,
server_15,21:08:00,21:08:30,44.6,62.51,
server_15,21:08:10,21:08:40,28.88,61.71,
server_15,21:08:20,21:08:50,30.41,62.39,
server_15,21:08:30,21:09:00,44.27,54.53,
server_15,21:08:40,21:09:10,54.39,50.8,
server_15,21:08:50,21:09:20,54.79,57.08,
server_15,21:09:00,21:09:30,59.44,58.98,
server_15,21:09:10,21:09:40,67.06,49.73,
server_15,21:09:20,21:09:50,67.53,52.22,
server_15,21:09:30,21:10:00,53.98,57.2,
server_15,21:09:40,21:10:10,44.23,76.43,
server_15,21:09:50,21:10:20,46.12,74.04,
server_15,21:10:00,21:10:30,65.61,53.26,
server_15,21:10:10,21:10:40,69.17,43.84,
server_15,21:10:20,21:10:50,65.54,40.45,
server_15,21:10:30,21:11:00,54.65,45.4,
server_15,21:10:40,21:11:10,45.71,50.04,
server_15,21:10:50,21:11:20,49.71,50.34,
server_15,21:11:00,21:11:30,43.32,58.09,
server_15,21:11:10,21:11:40,48.48,52.04,
server_15,21:11:20,21:11:50,45.69,55.45,
server_15,21:11:30,21:12:00,46.81,52.56,
server_15,21:11:40,21:12:10,47.4,49.01,
server_15,21:11:50,21:12:20,40.25,39.54,
server_15,21:12:00,21:12:30,53.92,48.79,
server_15,21:12:10,21:12:40,54.01,52.45,
server_15,21:12:20,21:12:50,61.02,54.67,
server_15,21:12:30,21:13:00,47.71,47.33,
server_15,21:12:40,21:13:10,44.09,42.45,
server_15,21:12:50,21:13:20,46.06,42.84,
server_15,21:13:00,21:13:30,41.84,40.45,
server_15,21:13:10,21:13:40,62.25,36.24,
server_15,21:13:20,21:13:50,64.24,41.79,
server_15,21:13:30,21:14:00,74.22,49.4,
server_15,21:13:40,21:14:10,63.72,59.87,
server_15,21:13:50,21:14:20,63.4,64.17,
server_15,21:14:00,21:14:30,52.8,55.61,
server_15,21:14:10,21:14:40,44.16,61.23,
server_15,21:14:20,21:14:50,40.29,53.83,
server_15,21:14:30,21:15:00,39.97,61.54,
server_15,21:14:40,21:15:10,42.2,55.07,
server_15,21:14:50,21:15:20,42.19,57.37,
server_15,21:15:00,21:15:30,44.89,61.6,
server_15,21:15:10,21:15:40,49.56,60.08,
server_15,21:15:20,21:15:50,56.17,63.5,
server_15,21:15:30,21:16:00,61.53,57.17,
server_15,21:15:40,21:16:10,69.74,64.9,
server_15,21:15:50,21:16:20,57.51,66.61,
server_15,21:16:00,21:16:30,54.57,60.57,
server_15,21:16:10,21:16:40,43.72,53.66,
server_15,21:16:20,21:16:50,51.44,46.93,
server_15,21:16:30,21:17:00,57.75,56.21,
server_15,21:16:40,21:17:10,63.23,61.47,
server_15,21:16:50,21:17:20,58.87,66.2,
server_15,21:17:00,21:17:30,60.37,71.06,
server_15,21:17:10,21:17:40,63.5,74.31,
server_15,21:17:20,21:17:50,61.07,75.91,
server_15,21:17:30,21:18:00,62.65,78.78,Memory saturation suspected
server_15,21:17:40,21:18:10,47.47,65.3,
server_15,21:17:50,21:18:20,58.82,55.14,
server_15,21:18:00,21:18:30,52.3,45.79,
server_15,21:18:10,21:18:40,68.41,46.79,
server_15,21:18:20,21:18:50,67.7,41.51,
server_15,21:18:30,21:19:00,73.7,49.41,
server_15,21:18:40,21:19:10,72.52,60.52,
server_15,21:18:50,21:19:20,65.3,71.97,
server_15,21:19:00,21:19:30,56.97,63.79,
server_15,21:19:10,21:19:40,49.87,54.9,
server_15,21:19:20,21:19:50,53.75,49.77,
server_15,21:19:30,21:20:00,47.85,50.89,
server_15,21:19:40,21:20:10,50.58,56.03,
server_15,21:19:50,21:20:20,42.14,66.3,
server_15,21:20:00,21:20:30,44.9,64.17,
server_15,21:20:10,21:20:40,33.43,66.89,
server_15,21:20:20,21:20:50,45.63,50.69,
server_15,21:20:30,21:21:00,54.1,54.9,
server_15,21:20:40,21:21:10,58.78,48.06,
server_15,21:20:50,21:21:20,57.33,64.54,
server_15,21:21:00,21:21:30,56.27,47.65,
server_15,21:21:10,21:21:40,50.82,52.04,
server_15,21:21:20,21:21:50,49.2,42.0,
server_15,21:21:30,21:22:00,52.34,60.9,
server_15,21:21:40,21:22:10,65.92,48.13,
server_15,21:21:50,21:22:20,59.39,42.42,
server_15,21:22:00,21:22:30,58.31,42.95,
server_15,21:22:10,21:22:40,54.21,48.74,
server_15,21:22:20,21:22:50,58.12,57.1,
server_15,21:22:30,21:23:00,61.68,46.94,
server_15,21:22:40,21:23:10,63.72,52.58,
server_15,21:22:50,21:23:20,60.84,48.31,
server_15,21:23:00,21:23:30,56.11,53.85,
server_15,21:23:10,21:23:40,60.25,45.39,
server_15,21:23:20,21:23:50,71.4,59.03,
server_15,21:23:30,21:24:00,77.24,63.42,
server_15,21:23:40,21:24:10,65.59,67.66,
server_15,21:23:50,21:24:20,53.84,55.81,
server_15,21:24:00,21:24:30,39.68,43.18,
server_15,21:24:10,21:24:40,34.81,39.71,
server_15,21:24:20,21:24:50,42.61,39.85,
server_15,21:24:30,21:25:00,53.99,39.68,
server_15,21:24:40,21:25:10,58.02,44.76,
server_15,21:24:50,21:25:20,47.36,44.29,
server_15,21:25:00,21:25:30,41.62,47.94,
server_15,21:25:10,21:25:40,53.78,54.29,
server_15,21:25:20,21:25:50,67.67,62.41,
server_15,21:25:30,21:26:00,65.84,65.18,
server_15,21:25:40,21:26:10,68.06,51.36,
server_15,21:25:50,21:26:20,63.79,47.69,
server_15,21:26:00,21:26:30,65.14,53.72,
server_15,21:26:10,21:26:40,64.31,65.45,
server_15,21:26:20,21:26:50,59.31,62.52,
server_15,21:26:30,21:27:00,68.34,47.38,
server_15,21:26:40,21:27:10,50.2,47.08,
server_15,21:26:50,21:27:20,51.36,47.6,
server_15,21:27:00,21:27:30,39.75,51.89,
server_15,21:27:10,21:27:40,44.97,46.52,
server_15,21:27:20,21:27:50,43.06,48.22,
server_15,21:27:30,21:28:00,44.01,55.48,
server_15,21:27:40,21:28:10,53.53,46.04,
server_15,21:27:50,21:28:20,57.6,48.85,
server_15,21:28:00,21:28:30,64.35,54.45,
server_15,21:28:10,21:28:40,73.42,64.06,
server_15,21:28:20,21:28:50,79.56,49.11,
server_15,21:28:30,21:29:00,75.5,42.46,
server_15,21:28:40,21:29:10,69.16,42.48,
server_15,21:28:50,21:29:20,64.73,59.53,
server_15,21:29:00,21:29:30,57.6,50.72,
server_15,21:29:10,21:29:40,60.64,59.76,
server_15,21:29:20,21:29:50,72.15,67.12,
server_15,21:29:30,21:30:00,75.85,85.16,Memory saturation suspected
server_15,21:29:40,21:30:10,61.36,81.92,Memory saturation suspected
server_15,21:29:50,21:30:20,45.07,68.85,
server_15,21:30:00,21:30:30,45.22,51.54,
server_15,21:30:10,21:30:40,51.71,42.57,
server_15,21:30:20,21:30:50,53.51,38.2,
server_15,21:30:30,21:31:00,53.04,37.38,
server_15,21:30:40,21:31:10,43.66,45.54,
server_15,21:30:50,21:31:20,37.95,46.92,
server_15,21:31:00,21:31:30,31.67,59.83,
server_15,21:31:10,21:31:40,41.6,61.54,
server_15,21:31:20,21:31:50,43.47,59.22,
server_15,21:31:30,21:32:00,55.83,48.85,
server_15,21:31:40,21:32:10,60.15,35.59,
server_15,21:31:50,21:32:20,59.68,34.01,
server_15,21:32:00,21:32:30,61.07,29.62,
server_15,21:32:10,21:32:40,59.78,32.11,
server_15,21:32:20,21:32:50,65.3,39.61,
server_15,21:32:30,21:33:00,50.65,55.59,
server_15,21:32:40,21:33:10,52.57,67.68,
server_15,21:32:50,21:33:20,41.83,58.76,
server_15,21:33:00,21:33:30,65.53,64.61,
server_15,21:33:10,21:33:40,66.94,70.88,
server_15,21:33:20,21:33:50,68.12,80.24,Memory saturation suspected
server_15,21:33:30,21:34:00,47.3,57.38,
server_15,21:33:40,21:34:10,41.42,46.75,
server_15,21:33:50,21:34:20,35.25,48.59,
server_15,21:34:00,21:34:30,38.79,63.59,
server_15,21:34:10,21:34:40,37.35,61.48,
server_15,21:34:20,21:34:50,52.75,63.37,
server_15,21:34:30,21:35:00,63.51,52.24,
server_15,21:34:40,21:35:10,64.98,54.86,
server_15,21:34:50,21:35:20,60.74,42.17,
server_15,21:35:00,21:35:30,58.63,54.26,
server_15,21:35:10,21:35:40,55.35,51.81,
server_15,21:35:20,21:35:50,51.42,64.7,
server_15,21:35:30,21:36:00,42.09,57.34,
server_15,21:35:40,21:36:10,41.14,68.33,
server_15,21:35:50,21:36:20,41.44,59.18,
server_15,21:36:00,21:36:30,42.85,67.35,
server_15,21:36:10,21:36:40,41.22,53.09,
server_15,21:36:20,21:36:50,46.79,58.84,
server_15,21:36:30,21:37:00,41.62,55.06,
server_15,21:36:40,21:37:10,47.59,61.12,
server_15,21:36:50,21:37:20,61.12,59.43,
server_15,21:37:00,21:37:30,78.02,50.64,
server_15,21:37:10,21:37:40,66.85,42.08,
server_15,21:37:20,21:37:50,47.86,47.84,
server_15,21:37:30,21:38:00,43.7,52.57,
server_15,21:37:40,21:38:10,41.28,63.17,
server_15,21:37:50,21:38:20,45.45,52.56,
server_15,21:38:00,21:38:30,40.84,45.05,
server_15,21:38:10,21:38:40,60.54,46.37,
server_15,21:38:20,21:38:50,60.74,51.08,
server_15,21:38:30,21:39:00,54.32,64.42,
server_15,21:38:40,21:39:10,44.24,55.26,
server_15,21:38:50,21:39:20,43.18,49.21,
server_15,21:39:00,21:39:30,40.38,46.84,
server_15,21:39:10,21:39:40,40.64,48.81,
server_15,21:39:20,21:39:50,38.91,49.04,
server_15,21:39:30,21:40:00,48.4,45.08,
server_15,21:39:40,21:40:10,45.24,56.58,
server_15,21:39:50,21:40:20,49.47,63.43,
server_15,21:40:00,21:40:30,63.87,50.7,
server_15,21:40:10,21:40:40,70.48,30.25,
server_15,21:40:20,21:40:50,68.12,26.6,
server_15,21:40:30,21:41:00,46.93,45.82,
server_15,21:40:40,21:41:10,36.11,60.98,
server_15,21:40:50,21:41:20,34.76,75.94,
server_15,21:41:00,21:41:30,46.51,75.43,
server_15,21:41:10,21:41:40,49.43,63.76,
server_15,21:41:20,21:41:50,60.15,58.98,
server_15,21:41:30,21:42:00,56.23,52.57,
server_15,21:41:40,21:42:10,62.35,71.29,
server_15,21:41:50,21:42:20,59.57,66.32,
server_15,21:42:00,21:42:30,57.4,65.96,
server_15,21:42:10,21:42:40,58.72,57.45,
server_15,21:42:20,21:42:50,56.41,57.53,
server_15,21:42:30,21:43:00,59.11,63.55,
server_15,21:42:40,21:43:10,59.82,51.42,
server_15,21:42:50,21:43:20,55.32,49.84,
server_15,21:43:00,21:43:30,47.92,43.67,
server_15,21:43:10,21:43:40,59.45,53.76,
server_15,21:43:20,21:43:50,59.57,53.2,
server_15,21:43:30,21:44:00,65.9,53.79,
server_15,21:43:40,21:44:10,54.7,59.33,
server_15,21:43:50,21:44:20,54.62,52.37,
server_15,21:44:00,21:44:30,61.37,60.08,
server_15,21:44:10,21:44:40,58.53,48.73,
server_15,21:44:20,21:44:50,60.09,56.11,
server_15,21:44:30,21:45:00,52.77,52.64,
server_15,21:44:40,21:45:10,43.05,61.22,
server_15,21:44:50,21:45:20,39.96,64.95,
server_15,21:45:00,21:45:30,45.68,57.42,
server_15,21:45:10,21:45:40,56.11,48.19,
server_15,21:45:20,21:45:50,66.66,49.5,
server_15,21:45:30,21:46:00,59.21,55.65,
server_15,21:45:40,21:46:10,71.8,48.03,
server_15,21:45:50,21:46:20,66.23,45.15,
server_15,21:46:00,21:46:30,60.93,50.46,
server_15,21:46:10,21:46:40,54.65,55.09,
server_15,21:46:20,21:46:50,49.13,49.46,
server_15,21:46:30,21:47:00,58.7,33.0,
server_15,21:46:40,21:47:10,60.26,47.96,
server_15,21:46:50,21:47:20,63.21,48.55,
server_15,21:47:00,21:47:30,56.29,57.4,
server_15,21:47:10,21:47:40,51.41,51.85,
server_15,21:47:20,21:47:50,59.21,57.5,
server_15,21:47:30,21:48:00,63.73,45.87,
server_15,21:47:40,21:48:10,53.23,39.59,
server_15,21:47:50,21:48:20,43.59,30.9,
server_15,21:48:00,21:48:30,43.49,33.02,
server_15,21:48:10,21:48:40,50.79,37.81,
server_15,21:48:20,21:48:50,57.16,34.9,
server_15,21:48:30,21:49:00,56.01,43.11,
server_15,21:48:40,21:49:10,55.47,36.69,
server_15,21:48:50,21:49:20,59.47,49.43,
server_15,21:49:00,21:49:30,57.09,54.79,
server_15,21:49:10,21:49:40,54.6,62.82,
server_15,21:49:20,21:49:50,39.06,50.19,
server_15,21:49:30,21:50:00,43.37,46.43,
server_15,21:49:40,21:50:10,59.71,59.21,
server_15,21:49:50,21:50:20,72.9,67.86,
server_15,21:50:00,21:50:30,69.88,63.54,
server_15,21:50:10,21:50:40,49.26,53.74,
server_15,21:50:20,21:50:50,46.07,54.03,
server_15,21:50:30,21:51:00,43.16,62.08,
server_15,21:50:40,21:51:10,64.35,57.2,
server_15,21:50:50,21:51:20,64.21,47.1,
server_15,21:51:00,21:51:30,73.31,38.06,
server_15,21:51:10,21:51:40,67.55,42.56,
server_15,21:51:20,21:51:50,67.21,50.6,
server_15,21:51:30,21:52:00,65.93,53.48,
server_15,21:51:40,21:52:10,55.75,55.13,
server_15,21:51:50,21:52:20,54.01,49.54,
server_15,21:52:00,21:52:30,54.65,55.1,
server_15,21:52:10,21:52:40,63.32,57.23,
server_15,21:52:20,21:52:50,75.12,65.99,
server_15,21:52:30,21:53:00,75.41,63.57,
server_15,21:52:40,21:53:10,64.43,53.94,
server_15,21:52:50,21:53:20,42.79,56.89,
server_15,21:53:00,21:53:30,26.93,60.83,
server_15,21:53:10,21:53:40,35.83,58.91,
server_15,21:53:20,21:53:50,57.11,62.81,
server_15,21:53:30,21:54:00,61.56,51.73,
server_15,21:53:40,21:54:10,50.11,59.77,
server_15,21:53:50,21:54:20,37.31,46.58,
server_15,21:54:00,21:54:30,49.11,57.39,
server_15,21:54:10,21:54:40,55.78,49.31,
server_15,21:54:20,21:54:50,59.49,54.86,
server_15,21:54:30,21:55:00,67.47,39.79,
server_15,21:54:40,21:55:10,67.61,54.63,
server_15,21:54:50,21:55:20,62.91,60.95,
server_15,21:55:00,21:55:30,55.19,79.67,Memory saturation suspected
server_15,21:55:10,21:55:40,53.26,62.61,
server_15,21:55:20,21:55:50,54.4,53.77,
server_15,21:55:30,21:56:00,46.52,46.39,
server_15,21:55:40,21:56:10,53.21,43.5,
server_15,21:55:50,21:56:20,53.71,40.28,
server_15,21:56:00,21:56:30,51.6,43.98,
server_15,21:56:10,21:56:40,60.63,64.15,
server_15,21:56:20,21:56:50,68.51,63.31,
server_15,21:56:30,21:57:00,69.39,55.25,
server_15,21:56:40,21:57:10,55.49,44.1,
server_15,21:56:50,21:57:20,50.57,38.83,
server_15,21:57:00,21:57:30,57.39,34.03,
server_15,21:57:10,21:57:40,54.06,44.82,
server_15,21:57:20,21:57:50,54.63,56.02,
server_15,21:57:30,21:58:00,54.81,50.86,
server_15,21:57:40,21:58:10,53.98,36.76,
server_15,21:57:50,21:58:20,57.44,27.37,
server_15,21:58:00,21:58:30,53.42,35.51,
server_15,21:58:10,21:58:40,63.05,44.47,
server_15,21:58:20,21:58:50,60.12,54.71,
server_15,21:58:30,21:59:00,68.53,51.82,
server_15,21:58:40,21:59:10,50.86,51.44,
server_15,21:58:50,21:59:20,50.94,51.51,
server_15,21:59:00,21:59:30,43.65,57.78,
server_15,21:59:10,21:59:40,46.55,42.62,
server_15,21:59:20,21:59:50,40.28,39.21,
server_15,21:59:30,22:00:00,42.09,31.46,
server_15,21:59:40,22:00:10,41.39,35.04,
server_15,21:59:50,22:00:20,41.2,44.55,
server_15,22:00:00,22:00:30,36.8,60.29,
server_15,22:00:10,22:00:40,50.72,54.44,
server_15,22:00:20,22:00:50,40.15,59.86,
server_15,22:00:30,22:01:00,39.5,52.42,
server_15,22:00:40,22:01:10,44.07,57.51,
server_15,22:00:50,22:01:20,49.32,37.11,
server_15,22:01:00,22:01:30,47.73,33.72,
server_15,22:01:10,22:01:40,43.19,34.07,
server_15,22:01:20,22:01:50,49.01,39.69,
server_15,22:01:30,22:02:00,49.93,42.92,
server_15,22:01:40,22:02:10,46.88,46.25,
server_15,22:01:50,22:02:20,54.61,46.27,
server_15,22:02:00,22:02:30,66.33,47.03,
server_15,22:02:10,22:02:40,71.36,57.26,
server_15,22:02:20,22:02:50,60.26,64.82,
server_15,22:02:30,22:03:00,42.08,70.05,
server_15,22:02:40,22:03:10,48.54,77.55,
server_15,22:02:50,22:03:20,47.34,65.06,
server_15,22:03:00,22:03:30,53.99,60.21,
server_15,22:03:10,22:03:40,33.1,50.26,
server_15,22:03:20,22:03:50,46.03,56.39,
server_15,22:03:30,22:04:00,52.09,60.44,
server_15,22:03:40,22:04:10,63.21,53.12,
server_15,22:03:50,22:04:20,63.66,55.37,
server_15,22:04:00,22:04:30,56.62,50.15,
server_15,22:04:10,22:04:40,47.76,58.6,
server_15,22:04:20,22:04:50,43.68,51.97,
server_15,22:04:30,22:05:00,44.66,45.62,
server_15,22:04:40,22:05:10,49.23,39.37,
server_15,22:04:50,22:05:20,37.0,43.06,
server_15,22:05:00,22:05:30,42.82,43.48,
server_15,22:05:10,22:05:40,42.26,40.03,
server_15,22:05:20,22:05:50,56.32,34.14,
server_15,22:05:30,22:06:00,51.21,46.14,
server_15,22:05:40,22:06:10,52.64,49.86,
server_15,22:05:50,22:06:20,43.23,47.0,
server_15,22:06:00,22:06:30,44.62,41.77,
server_15,22:06:10,22:06:40,39.75,51.25,
server_15,22:06:20,22:06:50,45.2,63.15,
server_15,22:06:30,22:07:00,44.63,65.2,
server_15,22:06:40,22:07:10,51.93,50.9,
server_15,22:06:50,22:07:20,48.67,43.87,
server_15,22:07:00,22:07:30,57.58,33.16,
server_15,22:07:10,22:07:40,48.85,44.0,
server_15,22:07:20,22:07:50,59.32,39.66,
server_15,22:07:30,22:08:00,45.38,43.17,
server_15,22:07:40,22:08:10,45.51,42.24,
server_15,22:07:50,22:08:20,38.51,49.82,
server_15,22:08:00,22:08:30,44.67,48.6,
server_15,22:08:10,22:08:40,48.45,45.07,
server_15,22:08:20,22:08:50,54.03,37.65,
server_15,22:08:30,22:09:00,54.29,50.36,
server_15,22:08:40,22:09:10,53.26,45.97,
server_15,22:08:50,22:09:20,46.03,62.01,
server_15,22:09:00,22:09:30,40.94,50.07,
server_15,22:09:10,22:09:40,42.01,52.23,
server_15,22:09:20,22:09:50,51.0,47.06,
server_15,22:09:30,22:10:00,58.84,55.6,
server_15,22:09:40,22:10:10,65.51,57.17,
server_15,22:09:50,22:10:20,50.82,45.64,
server_15,22:10:00,22:10:30,46.3,42.9,
server_15,22:10:10,22:10:40,39.69,43.0,
server_15,22:10:20,22:10:50,52.54,57.28,
server_15,22:10:30,22:11:00,51.93,63.01,
server_15,22:10:40,22:11:10,55.69,63.58,
server_15,22:10:50,22:11:20,49.04,65.56,
server_15,22:11:00,22:11:30,50.67,62.0,
server_15,22:11:10,22:11:40,50.04,59.26,
server_15,22:11:20,22:11:50,57.91,55.63,
server_15,22:11:30,22:12:00,62.18,53.46,
server_15,22:11:40,22:12:10,62.45,55.82,
server_15,22:11:50,22:12:20,56.92,51.5,
server_15,22:12:00,22:12:30,54.98,57.26,
server_15,22:12:10,22:12:40,50.26,60.79,
server_15,22:12:20,22:12:50,44.2,55.78,
server_15,22:12:30,22:13:00,37.53,47.91,
server_15,22:12:40,22:13:10,47.63,51.04,
server_15,22:12:50,22:13:20,49.6,57.22,
server_15,22:13:00,22:13:30,51.61,59.5,
server_15,22:13:10,22:13:40,58.1,66.55,
server_15,22:13:20,22:13:50,58.46,67.06,
server_15,22:13:30,22:14:00,61.29,66.21,
server_15,22:13:40,22:14:10,46.32,54.49,
server_15,22:13:50,22:14:20,52.16,50.68,
server_15,22:14:00,22:14:30,50.71,53.57,
server_15,22:14:10,22:14:40,53.39,49.1,
server_15,22:14:20,22:14:50,51.26,42.91,
server_15,22:14:30,22:15:00,59.32,46.65,
server_15,22:14:40,22:15:10,57.23,55.85,
server_15,22:14:50,22:15:20,55.26,65.74,
server_15,22:15:00,22:15:30,52.75,57.37,
server_15,22:15:10,22:15:40,52.7,50.62,
server_15,22:15:20,22:15:50,62.56,45.07,
server_15,22:15:30,22:16:00,58.71,44.28,
server_15,22:15:40,22:16:10,49.99,46.46,
server_15,22:15:50,22:16:20,49.52,45.28,
server_15,22:16:00,22:16:30,58.28,58.23,
server_15,22:16:10,22:16:40,66.26,54.31,
server_15,22:16:20,22:16:50,48.43,65.48,
server_15,22:16:30,22:17:00,45.38,64.58,
server_15,22:16:40,22:17:10,45.57,62.97,
server_15,22:16:50,22:17:20,47.94,60.76,
server_15,22:17:00,22:17:30,34.56,58.37,
server_15,22:17:10,22:17:40,26.59,67.46,
server_15,22:17:20,22:17:50,30.46,60.46,
server_15,22:17:30,22:18:00,37.25,54.0,
server_15,22:17:40,22:18:10,47.63,52.34,
server_15,22:17:50,22:18:20,64.86,69.15,
server_15,22:18:00,22:18:30,53.07,74.72,
server_15,22:18:10,22:18:40,60.52,79.08,Memory saturation suspected
server_15,22:18:20,22:18:50,40.8,63.35,
server_15,22:18:30,22:19:00,60.18,66.18,
server_15,22:18:40,22:19:10,45.07,64.23,
server_15,22:18:50,22:19:20,50.21,78.81,Memory saturation suspected
server_15,22:19:00,22:19:30,45.89,68.86,
server_15,22:19:10,22:19:40,61.21,67.53,
server_15,22:19:20,22:19:50,57.88,61.26,
server_15,22:19:30,22:20:00,54.31,63.71,
server_15,22:19:40,22:20:10,36.82,59.43,
server_15,22:19:50,22:20:20,30.8,59.63,
server_15,22:20:00,22:20:30,45.41,58.66,
server_15,22:20:10,22:20:40,46.89,62.32,
server_15,22:20:20,22:20:50,60.58,56.02,
server_15,22:20:30,22:21:00,42.96,61.78,
server_15,22:20:40,22:21:10,50.11,50.33,
server_15,22:20:50,22:21:20,48.0,51.82,
server_15,22:21:00,22:21:30,52.98,61.07,
server_15,22:21:10,22:21:40,42.96,68.09,
server_15,22:21:20,22:21:50,41.2,78.46,Memory saturation suspected
server_15,22:21:30,22:22:00,43.1,53.16,
server_15,22:21:40,22:22:10,62.77,63.41,
server_15,22:21:50,22:22:20,54.44,60.37,
server_15,22:22:00,22:22:30,52.97,82.9,Memory saturation suspected
server_15,22:22:10,22:22:40,40.98,67.93,
server_15,22:22:20,22:22:50,52.39,55.73,
server_15,22:22:30,22:23:00,45.44,51.36,
server_15,22:22:40,22:23:10,60.49,43.88,
server_15,22:22:50,22:23:20,59.43,40.3,
server_15,22:23:00,22:23:30,73.46,39.94,
server_15,22:23:10,22:23:40,54.39,46.08,
server_15,22:23:20,22:23:50,54.69,44.65,
server_15,22:23:30,22:24:00,56.99,43.29,
server_15,22:23:40,22:24:10,74.94,40.22,
server_15,22:23:50,22:24:20,74.86,47.16,
server_15,22:24:00,22:24:30,64.42,41.35,
server_15,22:24:10,22:24:40,68.77,51.22,
server_15,22:24:20,22:24:50,59.16,49.54,
server_15,22:24:30,22:25:00,60.57,51.93,
server_15,22:24:40,22:25:10,50.75,54.82,
server_15,22:24:50,22:25:20,56.52,61.77,
server_15,22:25:00,22:25:30,45.41,64.96,
server_15,22:25:10,22:25:40,34.08,53.99,
server_15,22:25:20,22:25:50,31.2,58.39,
server_15,22:25:30,22:26:00,47.9,43.14,
server_15,22:25:40,22:26:10,52.64,52.21,
server_15,22:25:50,22:26:20,53.73,46.49,
server_15,22:26:00,22:26:30,44.78,54.7,
server_15,22:26:10,22:26:40,43.58,45.98,
server_15,22:26:20,22:26:50,55.27,56.77,
server_15,22:26:30,22:27:00,61.96,61.47,
server_15,22:26:40,22:27:10,57.54,61.43,
server_15,22:26:50,22:27:20,54.66,50.6,
server_15,22:27:00,22:27:30,52.59,50.82,
server_15,22:27:10,22:27:40,54.48,58.61,
server_15,22:27:20,22:27:50,57.59,64.18,
server_15,22:27:30,22:28:00,54.26,71.02,
server_15,22:27:40,22:28:10,55.41,79.5,Memory saturation suspected
server_15,22:27:50,22:28:20,48.32,69.2,
server_15,22:28:00,22:28:30,50.75,57.46,
server_15,22:28:10,22:28:40,47.83,44.82,
