server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_13,21:51:20,21:51:50,19173.72,161.5,Possible DDoS
server_5,21:53:40,21:54:10,18544.4,9873.55,Network flood + Disk thrash suspected
server_15,21:54:40,21:55:10,15516.79,1037.82,Possible DDoS
server_12,21:56:20,21:56:50,11759.41,118.4,Possible DDoS
server_10,21:56:50,21:57:20,1375.81,556.16,Normal
server_20,21:57:00,21:57:30,8866.91,166.33,Possible DDoS
server_4,21:59:30,22:00:00,1838.25,1589.02,Normal
server_6,22:00:30,22:01:00,529.77,4349.82,Disk thrash suspected
server_16,22:00:40,22:01:10,19576.22,9700.16,Network flood + Disk thrash suspected
server_9,22:01:40,22:02:10,4795.41,1740.45,Normal
server_2,22:03:40,22:04:10,8005.66,8946.89,Network flood + Disk thrash suspected
server_8,22:04:00,22:04:30,999.77,158.47,Normal
server_3,22:05:40,22:06:10,901.23,174.49,Normal
server_10,22:06:00,22:06:30,8631.54,1607.85,Possible DDoS
server_16,22:13:20,22:13:50,649.84,111.68,Normal
server_1,22:15:00,22:15:30,11378.92,199.5,Possible DDoS
server_4,22:15:10,22:15:40,11686.33,6488.59,Network flood + Disk thrash suspected
server_19,22:16:20,22:16:50,12352.49,170.69,Possible DDoS
server_12,22:18:20,22:18:50,17014.01,1745.03,Network flood + Disk thrash suspected
server_17,22:20:50,22:21:20,1470.98,1932.28,Disk thrash suspected
server_5,22:21:50,22:22:20,3889.06,9031.07,Normal
server_9,22:21:50,22:22:20,10907.09,8096.2,Network flood + Disk thrash suspected
server_7,22:22:00,22:22:30,17646.42,7020.4,Network flood + Disk thrash suspected
server_20,22:24:20,22:24:50,16278.39,7329.09,Network flood + Disk thrash suspected
server_3,22:25:40,22:26:10,10836.6,126.33,Possible DDoS
server_18,22:26:20,22:26:50,944.76,5602.79,Disk thrash suspected
server_9,22:27:20,22:27:50,1463.33,1270.29,Normal
server_15,22:27:30,22:28:00,860.01,84.08,Normal
server_18,22:28:00,22:28:30,16930.35,88.83,Possible DDoS
server_4,22:29:30,22:30:00,18156.53,8708.96,Network flood + Disk thrash suspected
server_19,22:31:30,22:32:00,1116.76,9833.14,Disk thrash suspected
server_16,22:33:00,22:33:30,4510.91,554.44,Normal
server_9,22:35:00,22:35:30,1036.09,149.52,Normal
server_17,22:35:40,22:36:10,6913.93,156.33,Possible DDoS
server_18,22:37:20,22:37:50,2420.39,6527.28,Normal
server_9,22:37:20,22:37:50,10097.66,3408.41,Network flood + Disk thrash suspected
server_2,22:38:00,22:38:30,19952.63,1893.38,Network flood + Disk thrash suspected
server_11,22:43:00,22:43:30,2626.22,5557.27,Normal
server_15,22:44:20,22:44:50,12666.33,173.9,Possible DDoS
server_9,22:45:20,22:45:50,3334.21,1292.87,Normal
server_15,22:45:40,22:46:10,940.75,8029.23,Disk thrash suspected
server_8,22:47:00,22:47:30,19429.18,148.01,Possible DDoS
server_15,22:47:40,22:48:10,17801.28,6632.17,Network flood + Disk thrash suspected
server_11,22:49:20,22:49:50,17775.27,1844.22,Network flood + Disk thrash suspected
server_16,22:49:40,22:50:10,19379.05,79.24,Possible DDoS
server_10,20:51:50,20:52:20,1092.39,3584.89,Disk thrash suspected
server_17,20:53:50,20:54:20,17649.95,3283.57,Network flood + Disk thrash suspected
server_19,20:54:00,20:54:30,10281.67,59.09,Possible DDoS
server_18,20:55:30,20:56:00,939.28,61.4,Normal
server_16,20:57:00,20:57:30,4382.47,1467.03,Normal
server_10,20:57:10,20:57:40,874.33,82.13,Normal
server_2,20:58:50,20:59:20,1005.59,136.4,Normal
server_11,21:00:10,21:00:40,5446.55,6163.84,Normal
server_2,21:02:20,21:02:50,1938.15,1485.4,Normal
server_20,21:02:30,21:03:00,14144.59,7789.71,Network flood + Disk thrash suspected
server_12,21:03:00,21:03:30,795.1,5753.83,Disk thrash suspected
server_14,21:03:40,21:04:10,7569.16,9070.24,Network flood + Disk thrash suspected
server_11,21:04:00,21:04:30,1922.77,1145.44,Normal
server_6,21:05:00,21:05:30,16330.21,148.85,Possible DDoS
server_11,21:06:10,21:06:40,794.9,139.5,Normal
server_16,21:06:40,21:07:10,3850.73,3115.58,Normal
server_4,21:08:40,21:09:10,17575.95,4365.42,Network flood + Disk thrash suspected
server_20,21:12:50,21:13:20,11507.3,9414.86,Network flood + Disk thrash suspected
server_6,21:13:00,21:13:30,3738.41,4579.83,Normal
server_5,21:14:30,21:15:00,7836.89,7100.38,Network flood + Disk thrash suspected
server_14,21:15:00,21:15:30,13458.1,594.25,Possible DDoS
server_20,21:18:40,21:19:10,1010.58,8623.12,Disk thrash suspected
server_16,21:19:00,21:19:30,13983.56,6071.38,Network flood + Disk thrash suspected
server_7,21:19:00,21:19:30,7620.56,1011.12,Possible DDoS
server_6,21:19:40,21:20:10,969.33,5867.21,Disk thrash suspected
server_7,21:20:10,21:20:40,12080.32,194.95,Possible DDoS
server_18,21:21:10,21:21:40,7240.86,5842.96,Network flood + Disk thrash suspected
server_11,21:21:40,21:22:10,1309.77,9376.25,Disk thrash suspected
server_2,21:22:50,21:23:20,1534.23,1966.73,Disk thrash suspected
server_17,21:23:40,21:24:10,3948.57,1979.17,Normal
server_19,21:26:00,21:26:30,18297.11,1971.28,Network flood + Disk thrash suspected
server_1,21:31:10,21:31:40,4766.05,780.45,Normal
server_2,21:34:10,21:34:40,18851.85,6126.09,Network flood + Disk thrash suspected
server_16,21:34:40,21:35:10,2887.7,4932.8,Normal
server_17,21:36:10,21:36:40,15467.61,561.99,Possible DDoS
server_5,21:37:50,21:38:20,913.53,73.47,Normal
server_13,21:41:30,21:42:00,993.91,9592.51,Disk thrash suspected
server_11,21:42:00,21:42:30,11426.81,7870.42,Network flood + Disk thrash suspected
server_17,21:44:40,21:45:10,3567.36,5935.15,Normal
server_11,21:45:50,21:46:20,6917.57,152.85,Possible DDoS
server_18,21:49:00,21:49:30,19641.38,8921.71,Network flood + Disk thrash suspected
server_20,21:49:40,21:50:10,14478.36,879.5,Possible DDoS
server_7,21:52:10,21:52:40,11920.11,9656.09,Network flood + Disk thrash suspected
server_6,21:53:00,21:53:30,7463.24,9943.43,Network flood + Disk thrash suspected
server_6,21:55:50,21:56:20,959.32,9141.83,Disk thrash suspected
server_3,21:58:30,21:59:00,924.09,3768.41,Disk thrash suspected
server_14,22:00:10,22:00:40,17322.7,912.86,Possible DDoS
server_8,22:00:50,22:01:20,837.31,7389.36,Disk thrash suspected
server_20,22:04:10,22:04:40,16464.62,9310.61,Network flood + Disk thrash suspected
server_15,22:04:40,22:05:10,15239.31,176.37,Possible DDoS
server_12,22:07:40,22:08:10,1019.4,152.64,Normal
server_1,22:09:00,22:09:30,17362.04,1994.18,Network flood + Disk thrash suspected
server_20,22:12:40,22:13:10,1023.04,146.02,Normal
server_19,22:15:30,22:16:00,18465.65,171.81,Possible DDoS
server_2,22:15:40,22:16:10,18052.36,1681.9,Possible DDoS
server_16,22:17:20,22:17:50,18849.99,1643.99,Possible DDoS
server_3,22:20:40,22:21:10,18855.08,1976.4,Network flood + Disk thrash suspected
server_8,22:23:20,22:23:50,900.77,142.03,Normal
server_14,22:24:10,22:24:40,4824.57,1808.41,Normal
server_16,22:25:20,22:25:50,15822.7,9078.12,Network flood + Disk thrash suspected
server_2,22:27:00,22:27:30,914.47,124.34,Normal
server_14,22:29:10,22:29:40,772.57,6060.68,Disk thrash suspected
server_7,22:29:10,22:29:40,13134.51,182.3,Possible DDoS
server_2,22:30:40,22:31:10,3232.52,4605.04,Normal
server_12,22:32:10,22:32:40,11639.37,53.52,Possible DDoS
server_7,22:33:50,22:34:20,5495.87,1269.51,Normal
server_15,22:34:10,22:34:40,970.3,9314.17,Disk thrash suspected
server_6,22:34:30,22:35:00,6705.36,7970.93,Network flood + Disk thrash suspected
server_13,22:35:30,22:36:00,9959.01,804.85,Possible DDoS
server_10,22:37:00,22:37:30,967.94,115.81,Normal
server_3,22:37:40,22:38:10,873.58,8264.18,Disk thrash suspected
server_5,22:38:50,22:39:20,1063.05,77.46,Normal
server_20,22:44:30,22:45:00,497.71,7955.14,Disk thrash suspected
server_14,22:46:00,22:46:30,13095.9,956.94,Possible DDoS
server_4,22:46:40,22:47:10,16189.87,161.53,Possible DDoS
server_11,22:46:50,22:47:20,4791.87,1661.77,Normal
server_6,22:47:50,22:48:20,1075.72,9610.18,Disk thrash suspected
server_15,22:48:30,22:49:00,14810.18,1217.37,Possible DDoS
server_19,20:53:20,20:53:50,2133.47,9511.81,Normal
server_17,20:56:00,20:56:30,2186.5,5573.07,Normal
server_20,20:56:10,20:56:40,10361.08,155.98,Possible DDoS
server_5,20:57:10,20:57:40,6149.33,647.18,Possible DDoS
server_8,20:58:00,20:58:30,19598.67,5691.2,Network flood + Disk thrash suspected
server_9,20:58:30,20:59:00,10382.16,1396.16,Possible DDoS
server_9,21:05:30,21:06:00,4163.47,1704.05,Normal
server_14,21:16:10,21:16:40,16042.33,5207.1,Network flood + Disk thrash suspected
server_14,21:18:50,21:19:20,16334.2,741.5,Possible DDoS
server_18,21:18:50,21:19:20,9098.58,4238.11,Network flood + Disk thrash suspected
server_9,21:19:20,21:19:50,1033.58,95.21,Normal
server_19,21:19:40,21:20:10,967.36,9156.67,Disk thrash suspected
server_5,21:20:50,21:21:20,923.05,125.26,Normal
server_3,21:21:30,21:22:00,19602.86,6516.47,Network flood + Disk thrash suspected
server_1,21:22:50,21:23:20,15413.34,1937.12,Network flood + Disk thrash suspected
server_10,21:27:30,21:28:00,16128.95,130.05,Possible DDoS
server_16,21:28:40,21:29:10,8381.81,1721.11,Possible DDoS
server_11,21:33:20,21:33:50,16171.59,8406.35,Network flood + Disk thrash suspected
server_10,21:36:50,21:37:20,1295.29,902.92,Normal
server_19,21:37:20,21:37:50,2151.02,1391.86,Normal
server_1,21:42:20,21:42:50,11203.69,1677.01,Possible DDoS
server_3,21:42:30,21:43:00,15599.17,187.7,Possible DDoS
server_11,21:42:40,21:43:10,3357.81,1862.51,Normal
server_2,21:42:50,21:43:20,11313.64,189.13,Possible DDoS
server_13,21:43:00,21:43:30,908.68,130.71,Normal
server_6,21:45:10,21:45:40,15805.14,922.33,Possible DDoS
server_2,21:46:40,21:47:10,4155.43,1317.08,Normal
server_4,21:46:50,21:47:20,17830.9,6424.26,Network flood + Disk thrash suspected
server_18,21:49:20,21:49:50,19641.38,1390.76,Possible DDoS
server_15,21:50:10,21:50:40,9624.16,9244.77,Network flood + Disk thrash suspected
server_16,21:55:10,21:55:40,9270.74,8333.37,Network flood + Disk thrash suspected
server_7,21:57:50,21:58:20,1761.07,8484.76,Normal
server_5,22:01:00,22:01:30,4710.72,1992.08,Normal
server_13,22:01:10,22:01:40,1992.69,636.39,Normal
server_12,22:02:50,22:03:20,658.39,107.62,Normal
server_18,22:05:40,22:06:10,17743.72,160.08,Possible DDoS
server_1,22:05:40,22:06:10,4828.26,1830.1,Normal
server_16,22:08:40,22:09:10,4529.51,1269.15,Normal
server_16,22:09:50,22:10:20,17409.66,1975.02,Network flood + Disk thrash suspected
server_12,22:10:40,22:11:10,968.5,147.78,Normal
server_14,22:13:00,22:13:30,953.35,7802.96,Disk thrash suspected
server_16,22:13:10,22:13:40,599.73,6495.56,Disk thrash suspected
server_3,22:16:40,22:17:10,993.12,96.86,Normal
server_3,22:18:10,22:18:40,3332.49,1260.42,Normal
server_11,22:18:20,22:18:50,6658.81,8275.14,Network flood + Disk thrash suspected
server_10,22:18:20,22:18:50,19979.49,180.51,Possible DDoS
server_8,22:18:20,22:18:50,4445.92,1216.35,Normal
server_4,22:23:30,22:24:00,4871.98,1691.59,Normal
server_12,22:23:40,22:24:10,884.61,153.2,Normal
server_3,22:25:00,22:25:30,14107.77,101.44,Possible DDoS
server_7,22:30:20,22:30:50,1860.48,652.3,Normal
server_4,22:33:10,22:33:40,8900.13,158.76,Possible DDoS
server_10,22:38:20,22:38:50,4840.33,5585.17,Normal
server_20,22:40:00,22:40:30,13595.2,132.38,Possible DDoS
server_3,22:40:40,22:41:10,910.82,100.89,Normal
server_2,22:43:10,22:43:40,1030.54,3520.07,Disk thrash suspected
server_3,22:43:10,22:43:40,899.19,7952.97,Disk thrash suspected
server_13,22:44:50,22:45:20,19102.82,5862.71,Network flood + Disk thrash suspected
server_13,22:46:40,22:47:10,856.31,8157.81,Disk thrash suspected
server_14,22:49:00,22:49:30,16954.84,5567.04,Network flood + Disk thrash suspected
server_7,22:49:10,22:49:40,3196.56,9027.18,Normal
server_12,20:52:30,20:53:00,14475.5,141.3,Possible DDoS
server_9,20:52:40,20:53:10,3645.24,3237.84,Normal
server_17,20:55:00,20:55:30,794.53,9522.37,Disk thrash suspected
server_19,20:55:50,20:56:20,1998.09,7839.12,Normal
server_8,21:00:10,21:00:40,1197.98,6506.45,Disk thrash suspected
server_9,21:04:30,21:05:00,578.37,7383.27,Disk thrash suspected
server_2,21:08:00,21:08:30,5065.06,1317.61,Normal
server_17,21:10:00,21:10:30,959.15,6055.9,Disk thrash suspected
server_10,21:11:20,21:11:50,954.09,7735.9,Disk thrash suspected
server_7,21:11:40,21:12:10,2242.55,5185.2,Normal
server_12,21:12:10,21:12:40,19456.23,1201.74,Possible DDoS
server_12,21:12:20,21:12:50,19456.23,1850.98,Network flood + Disk thrash suspected
server_9,21:14:50,21:15:20,5476.99,91.45,Normal
server_8,21:15:00,21:15:30,4586.91,9823.86,Normal
server_5,21:17:00,21:17:30,797.05,7878.91,Disk thrash suspected
server_16,21:18:20,21:18:50,2749.64,876.41,Normal
server_8,21:19:50,21:20:20,19157.2,8480.88,Network flood + Disk thrash suspected
server_11,21:20:50,21:21:20,16626.4,173.73,Possible DDoS
server_8,21:21:40,21:22:10,910.83,3451.86,Disk thrash suspected
server_7,21:23:10,21:23:40,11858.82,1712.75,Possible DDoS
server_18,21:25:20,21:25:50,17475.63,3497.06,Network flood + Disk thrash suspected
server_4,21:30:10,21:30:40,905.07,134.83,Normal
server_16,21:31:00,21:31:30,6633.48,190.59,Possible DDoS
server_9,21:32:30,21:33:00,919.37,4898.02,Disk thrash suspected
server_3,21:34:10,21:34:40,18915.48,8880.05,Network flood + Disk thrash suspected
server_18,21:35:10,21:35:40,745.16,106.7,Normal
server_5,21:35:10,21:35:40,12854.28,5863.08,Network flood + Disk thrash suspected
server_5,21:37:00,21:37:30,1987.93,1972.43,Normal
server_19,21:39:40,21:40:10,2545.85,1971.52,Normal
server_13,21:45:20,21:45:50,14862.65,137.13,Possible DDoS
server_19,21:45:20,21:45:50,4090.31,1781.93,Normal
server_15,21:47:00,21:47:30,9648.55,3415.98,Network flood + Disk thrash suspected
server_5,21:47:10,21:47:40,18092.97,9716.92,Network flood + Disk thrash suspected
server_18,21:47:40,21:48:10,873.53,6029.85,Disk thrash suspected
server_12,21:48:00,21:48:30,14240.83,604.5,Possible DDoS
server_12,21:48:20,21:48:50,3560.83,1865.39,Normal
server_7,21:49:00,21:49:30,8534.14,118.2,Possible DDoS
server_8,21:51:20,21:51:50,17271.43,5619.65,Network flood + Disk thrash suspected
server_17,21:51:30,21:52:00,930.31,9470.22,Disk thrash suspected
server_5,21:52:30,21:53:00,1004.27,4390.27,Disk thrash suspected
server_18,21:54:30,21:55:00,1668.8,768.63,Normal
server_19,21:55:30,21:56:00,17229.82,211.25,Possible DDoS
server_12,21:56:40,21:57:10,15315.66,120.49,Possible DDoS
server_8,21:58:10,21:58:40,1020.04,3247.31,Disk thrash suspected
server_6,21:59:00,21:59:30,1485.84,1337.42,Normal
server_10,21:59:20,21:59:50,14195.58,8082.45,Network flood + Disk thrash suspected
server_10,22:03:50,22:04:20,1777.97,1635.91,Normal
server_7,22:04:00,22:04:30,17024.33,106.35,Possible DDoS
server_4,22:10:20,22:10:50,886.75,9199.28,Disk thrash suspected
server_2,22:10:30,22:11:00,4110.33,4871.27,Normal
server_15,22:11:00,22:11:30,964.37,116.76,Normal
server_9,22:13:00,22:13:30,18837.62,9461.45,Network flood + Disk thrash suspected
server_20,22:14:20,22:14:50,3635.33,8403.75,Normal
server_20,22:15:50,22:16:20,1144.5,1020.74,Normal
server_10,22:18:50,22:19:20,8417.87,4635.36,Network flood + Disk thrash suspected
server_7,22:19:10,22:19:40,820.62,130.65,Normal
server_4,22:20:30,22:21:00,4800.89,1862.15,Normal
server_10,22:21:00,22:21:30,4502.71,8110.85,Normal
server_20,22:21:30,22:22:00,3456.67,1743.9,Normal
server_18,22:22:20,22:22:50,9806.72,1604.71,Possible DDoS
server_20,22:22:20,22:22:50,887.74,78.49,Normal
server_19,22:23:40,22:24:10,11706.37,1320.43,Possible DDoS
server_13,22:25:10,22:25:40,920.41,3574.3,Disk thrash suspected
server_20,22:25:20,22:25:50,4491.01,1553.49,Normal
server_4,22:26:00,22:26:30,14029.54,6423.64,Network flood + Disk thrash suspected
server_10,22:26:40,22:27:10,657.91,8352.88,Disk thrash suspected
server_1,22:29:40,22:30:10,9026.76,4916.48,Network flood + Disk thrash suspected
server_4,22:32:00,22:32:30,13338.71,139.97,Possible DDoS
server_18,22:32:40,22:33:10,5630.09,178.66,Possible DDoS
server_1,22:33:00,22:33:30,968.4,8917.7,Disk thrash suspected
server_20,22:35:10,22:35:40,18003.98,9980.24,Network flood + Disk thrash suspected
server_18,22:36:10,22:36:40,984.79,73.1,Normal
server_8,22:36:50,22:37:20,13267.3,165.64,Possible DDoS
server_14,22:37:20,22:37:50,582.73,3984.67,Disk thrash suspected
server_2,22:41:30,22:42:00,18126.25,828.06,Possible DDoS
server_1,22:43:10,22:43:40,962.56,152.21,Normal
server_10,22:44:40,22:45:10,4112.21,1847.01,Normal
server_1,22:44:50,22:45:20,922.68,8931.05,Disk thrash suspected
server_9,22:46:20,22:46:50,14313.02,130.82,Possible DDoS
server_12,22:46:40,22:47:10,17531.81,1358.44,Possible DDoS
server_18,22:47:50,22:48:20,6224.07,3637.59,Network flood + Disk thrash suspected
server_13,20:53:30,20:54:00,2940.08,9770.84,Normal
server_5,20:53:40,20:54:10,1035.69,8543.4,Disk thrash suspected
server_2,20:56:30,20:57:00,5603.31,77.54,Possible DDoS
server_16,20:59:40,21:00:10,3817.17,1128.72,Normal
server_20,21:02:10,21:02:40,1009.3,134.79,Normal
server_18,21:06:10,21:06:40,2112.46,798.91,Normal
server_8,21:07:30,21:08:00,1014.13,1528.56,Normal
server_6,21:07:40,21:08:10,3183.47,9700.27,Normal
server_13,21:08:40,21:09:10,3035.91,4868.94,Normal
server_4,21:09:40,21:10:10,3320.59,812.03,Normal
server_1,21:12:10,21:12:40,15331.4,187.16,Possible DDoS
server_16,21:12:20,21:12:50,4623.73,1946.77,Normal
server_3,21:12:30,21:13:00,543.02,6860.83,Disk thrash suspected
server_2,21:13:00,21:13:30,1070.52,8403.75,Disk thrash suspected
server_17,21:16:40,21:17:10,17488.11,1603.87,Possible DDoS
server_12,21:23:20,21:23:50,4511.01,1381.03,Normal
server_8,21:26:50,21:27:20,4743.77,748.45,Normal
server_19,21:28:50,21:29:20,4711.27,1036.52,Normal
server_17,21:29:40,21:30:10,4591.14,831.51,Normal
server_10,21:32:50,21:33:20,942.15,6700.07,Disk thrash suspected
server_20,21:33:10,21:33:40,809.63,148.54,Normal
server_15,21:37:20,21:37:50,7396.01,6605.95,Network flood + Disk thrash suspected
server_18,21:38:10,21:38:40,614.05,5363.79,Disk thrash suspected
server_9,21:40:10,21:40:40,1041.08,3746.37,Disk thrash suspected
server_1,21:40:40,21:41:10,1038.17,7194.26,Disk thrash suspected
server_1,21:42:30,21:43:00,3344.54,1677.01,Normal
server_17,21:43:20,21:43:50,4029.42,9379.65,Normal
server_13,21:43:30,21:44:00,4852.33,9124.24,Normal
server_15,21:45:30,21:46:00,12334.6,1157.58,Possible DDoS
server_15,21:45:50,21:46:20,12334.6,1157.58,Possible DDoS
server_16,21:49:20,21:49:50,2109.76,5196.06,Normal
server_18,21:52:20,21:52:50,1070.31,88.69,Normal
server_10,21:52:40,21:53:10,1085.43,6236.05,Disk thrash suspected
server_12,21:53:00,21:53:30,1446.59,1960.27,Disk thrash suspected
server_10,21:54:10,21:54:40,15141.94,8458.16,Network flood + Disk thrash suspected
server_16,21:55:20,21:55:50,9270.74,6985.67,Network flood + Disk thrash suspected
server_4,21:56:00,21:56:30,2942.87,7842.91,Normal
server_14,21:56:10,21:56:40,2865.55,1623.02,Normal
server_8,21:56:50,21:57:20,956.4,112.06,Normal
server_16,21:57:30,21:58:00,8068.17,9499.48,Network flood + Disk thrash suspected
server_10,21:59:40,22:00:10,16109.98,1486.78,Possible DDoS
server_5,22:00:10,22:00:40,5569.0,7633.76,Network flood + Disk thrash suspected
server_15,22:01:20,22:01:50,4506.85,5371.72,Normal
server_17,22:02:00,22:02:30,16593.24,3059.89,Network flood + Disk thrash suspected
server_11,22:02:00,22:02:30,950.84,144.55,Normal
server_9,22:06:00,22:06:30,6136.85,3048.76,Network flood + Disk thrash suspected
server_10,22:07:30,22:08:00,4816.62,7469.12,Normal
server_13,22:10:20,22:10:50,3106.05,8499.84,Normal
server_12,22:14:40,22:15:10,989.69,9689.83,Disk thrash suspected
server_18,22:16:40,22:17:10,3705.27,3604.79,Normal
server_5,22:21:20,22:21:50,1012.47,7440.53,Disk thrash suspected
server_19,22:22:40,22:23:10,11742.88,182.3,Possible DDoS
server_14,22:23:30,22:24:00,580.11,9473.13,Disk thrash suspected
server_19,22:26:10,22:26:40,15583.48,3926.08,Network flood + Disk thrash suspected
server_19,22:26:20,22:26:50,801.68,165.34,Normal
server_17,22:29:00,22:29:30,10097.09,9044.59,Network flood + Disk thrash suspected
server_1,22:32:20,22:32:50,14565.81,139.27,Possible DDoS
server_3,22:32:50,22:33:20,4678.0,5633.92,Normal
server_10,22:37:10,22:37:40,568.37,83.57,Normal
server_17,22:42:50,22:43:20,2657.93,6145.35,Normal
server_17,22:45:00,22:45:30,18051.12,4854.16,Network flood + Disk thrash suspected
server_16,22:45:30,22:46:00,13962.36,4614.53,Network flood + Disk thrash suspected
server_14,22:45:50,22:46:20,13095.9,956.94,Possible DDoS
server_1,22:46:00,22:46:30,17519.03,5005.26,Network flood + Disk thrash suspected
server_2,22:49:00,22:49:30,7145.99,8401.96,Network flood + Disk thrash suspected
server_1,22:49:40,22:50:10,1041.54,8951.43,Disk thrash suspected
server_10,22:50:20,22:50:50,9660.46,8453.76,Network flood + Disk thrash suspected
server_12,20:52:50,20:53:20,14475.5,124.71,Possible DDoS
server_3,20:55:10,20:55:40,17376.2,1972.01,Network flood + Disk thrash suspected
server_1,20:55:50,20:56:20,6210.81,1000.28,Possible DDoS
server_1,20:57:50,20:58:20,3735.59,1077.0,Normal
server_6,20:58:10,20:58:40,17431.79,139.08,Possible DDoS
server_13,20:58:30,20:59:00,18330.33,154.09,Possible DDoS
server_11,21:02:00,21:02:30,3090.99,5733.23,Normal
server_11,21:02:10,21:02:40,3090.99,5733.23,Normal
server_7,21:05:00,21:05:30,6842.12,4501.44,Network flood + Disk thrash suspected
server_12,21:05:50,21:06:20,16978.07,5720.77,Network flood + Disk thrash suspected
server_19,21:14:50,21:15:20,17503.82,8948.45,Network flood + Disk thrash suspected
server_1,21:16:10,21:16:40,6193.72,194.43,Possible DDoS
server_12,21:17:10,21:17:40,5977.65,1370.83,Possible DDoS
server_13,21:21:00,21:21:30,19678.75,174.35,Possible DDoS
server_5,21:28:20,21:28:50,4604.87,5084.31,Normal
server_12,21:28:40,21:29:10,3553.05,1892.05,Normal
server_2,21:28:50,21:29:20,957.12,6726.14,Disk thrash suspected
server_12,21:29:00,21:29:30,896.84,9483.02,Disk thrash suspected
server_11,21:29:40,21:30:10,1034.77,86.89,Normal
server_13,21:31:30,21:32:00,3150.1,5858.73,Normal
server_5,21:33:30,21:34:00,553.03,92.14,Normal
server_18,21:35:50,21:36:20,1000.2,103.19,Normal
server_16,21:36:10,21:36:40,672.72,120.08,Normal
server_3,21:38:20,21:38:50,1199.12,6926.95,Disk thrash suspected
server_2,21:39:00,21:39:30,3669.06,1464.74,Normal
server_6,21:43:30,21:44:00,4569.4,1322.71,Normal
server_7,21:44:20,21:44:50,516.62,7841.64,Disk thrash suspected
server_14,21:44:40,21:45:10,19426.13,8166.97,Network flood + Disk thrash suspected
server_5,21:45:30,21:46:00,920.84,141.04,Normal
server_10,21:47:00,21:47:30,13058.41,1570.22,Possible DDoS
server_1,21:48:20,21:48:50,1527.2,864.67,Normal
server_18,21:48:40,21:49:10,563.43,4188.59,Disk thrash suspected
server_1,21:49:10,21:49:40,3030.77,1093.19,Normal
server_7,21:49:10,21:49:40,8534.14,127.07,Possible DDoS
server_20,21:49:50,21:50:20,7178.59,1976.78,Network flood + Disk thrash suspected
server_5,21:53:30,21:54:00,18544.4,7999.84,Network flood + Disk thrash suspected
server_15,21:55:10,21:55:40,4913.58,3380.01,Normal
server_3,21:59:50,22:00:20,4574.89,5645.29,Normal
server_2,22:00:30,22:01:00,1423.01,925.27,Normal
server_3,22:02:30,22:03:00,15735.54,9731.03,Network flood + Disk thrash suspected
server_18,22:09:30,22:10:00,1012.87,60.19,Normal
server_12,22:09:40,22:10:10,2917.66,1024.63,Normal
server_17,22:09:50,22:10:20,7894.19,6142.48,Network flood + Disk thrash suspected
server_1,22:11:00,22:11:30,4172.67,1114.54,Normal
server_12,22:12:00,22:12:30,12400.01,3903.48,Network flood + Disk thrash suspected
server_2,22:12:10,22:12:40,4970.7,1743.03,Normal
server_20,22:14:00,22:14:30,4492.46,8403.75,Normal
server_16,22:14:00,22:14:30,861.1,97.35,Normal
server_14,22:14:00,22:14:30,4983.48,3484.01,Normal
server_7,22:16:20,22:16:50,970.09,112.77,Normal
server_18,22:17:50,22:18:20,11310.32,3927.25,Network flood + Disk thrash suspected
server_6,22:20:40,22:21:10,3089.24,9661.71,Normal
server_15,22:22:30,22:23:00,9009.82,3285.0,Network flood + Disk thrash suspected
server_15,22:23:00,22:23:30,6451.77,101.92,Possible DDoS
server_16,22:24:30,22:25:00,19956.41,663.3,Possible DDoS
server_7,22:27:40,22:28:10,18393.69,9390.18,Network flood + Disk thrash suspected
server_13,22:33:10,22:33:40,6043.58,8955.94,Network flood + Disk thrash suspected
server_6,22:33:40,22:34:10,17890.27,1153.94,Possible DDoS
server_14,22:34:20,22:34:50,3089.43,9501.43,Normal
server_6,22:38:00,22:38:30,5379.4,111.14,Normal
server_13,22:42:40,22:43:10,8986.93,155.52,Possible DDoS
server_3,22:45:50,22:46:20,6874.15,155.76,Possible DDoS
server_3,22:51:10,22:51:40,5925.06,692.47,Possible DDoS
server_20,20:52:00,20:52:30,6267.18,6625.66,Network flood + Disk thrash suspected
server_14,20:53:30,20:54:00,4432.97,9290.42,Normal
server_5,20:54:10,20:54:40,9153.79,8550.65,Network flood + Disk thrash suspected
server_5,20:55:20,20:55:50,19566.39,7091.32,Network flood + Disk thrash suspected
server_9,20:55:40,20:56:10,1484.4,5344.77,Disk thrash suspected
server_11,20:57:40,20:58:10,3084.73,6363.59,Normal
server_6,20:58:20,20:58:50,1015.61,104.31,Normal
server_1,20:59:40,21:00:10,8381.79,125.26,Possible DDoS
server_2,21:00:00,21:00:30,4328.33,1235.15,Normal
server_15,21:03:20,21:03:50,10452.26,7572.42,Network flood + Disk thrash suspected
server_12,21:09:50,21:10:20,1020.32,92.72,Normal
server_6,21:10:40,21:11:10,14972.37,655.86,Possible DDoS
server_11,21:11:00,21:11:30,7798.6,66.86,Possible DDoS
server_4,21:14:50,21:15:20,960.54,7756.05,Disk thrash suspected
server_15,21:15:00,21:15:30,15979.18,7148.01,Network flood + Disk thrash suspected
server_10,21:15:50,21:16:20,10286.17,7527.09,Network flood + Disk thrash suspected
server_9,21:16:00,21:16:30,986.54,171.19,Normal
server_3,21:16:30,21:17:00,4757.38,6281.07,Normal
