ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:24:00,server_12,95.75,84.4,992.88,1001.2,123.14
21:24:00,server_20,62.05,80.17,661.76,713.55,79.69
21:24:00,server_10,92.65,82.2,1007.79,881.46,100.64
21:24:00,server_8,17.11,88.35,212.57,308.95,63.21
21:24:00,server_7,15.49,94.02,177.19,197.69,0.0
21:24:00,server_6,99.74,97.9,1017.93,1221.82,122.68
21:24:00,server_5,25.02,23.1,193.05,194.49,32.83
21:24:00,server_4,25.04,81.31,222.05,276.85,41.42
21:24:00,server_3,35.48,39.25,0.81,1.11,6937.39
21:24:00,server_2,7.26,95.52,70.67,69.1,0.0
21:24:00,server_1,23.66,27.93,205.88,142.04,0.0
21:24:00,server_9,33.05,27.57,63.44,67.71,4253.26
21:24:05,server_14,41.56,48.03,3429.53,3223.45,1409.12
21:24:05,server_15,39.92,40.88,378.93,551.46,74.44
21:24:05,server_16,49.15,58.32,531.72,406.69,40.98
21:24:05,server_13,25.6,26.18,217.52,142.34,0.0
21:24:05,server_18,57.96,46.54,2770.17,2513.09,1834.22
21:24:05,server_19,69.34,80.42,699.74,611.18,102.93
21:24:05,server_20,46.82,55.04,2731.16,3203.7,1101.65
21:24:05,server_17,20.05,16.78,168.04,238.78,108.11
21:24:05,server_12,51.2,58.28,524.52,350.38,0.0
21:24:05,server_11,54.95,35.26,10627.32,12340.68,32.61
21:24:05,server_1,30.75,37.93,321.47,347.28,67.71
21:24:05,server_9,33.27,48.06,300.75,321.13,37.43
21:24:05,server_8,56.1,61.44,531.8,701.39,117.16
21:24:05,server_7,7.74,95.19,104.14,78.1,64.33
21:24:05,server_6,63.06,36.4,18174.43,19053.81,32.37
21:24:05,server_5,59.99,41.41,1777.46,1784.78,500.98
21:24:05,server_4,36.85,30.11,328.63,279.96,128.75
21:24:05,server_3,8.77,87.19,63.3,53.94,88.2
21:24:05,server_2,26.26,36.79,34.93,17.81,4474.66
21:24:05,server_10,50.82,48.93,516.9,524.56,168.76
21:24:10,server_13,50.66,40.06,1712.58,1958.56,822.8
21:24:10,server_14,65.71,53.95,5964.71,7156.63,155.87
21:24:10,server_15,29.15,47.3,309.34,324.95,79.77
21:24:10,server_20,42.36,44.58,381.46,287.98,28.53
21:24:10,server_18,6.36,86.3,51.06,40.79,17.22
21:24:10,server_19,27.8,89.63,277.25,288.66,77.01
21:24:10,server_12,20.8,32.34,112.51,104.82,0.0
21:24:10,server_16,43.0,47.47,45.93,56.99,4821.84
21:24:10,server_11,85.24,97.57,893.67,640.38,103.29
21:24:10,server_17,96.19,22.26,958.48,1152.93,60.42
21:24:10,server_9,31.41,44.85,151.91,157.19,8937.94
21:24:10,server_10,84.33,17.8,865.9,1041.25,68.69
21:24:10,server_2,53.9,52.89,17358.92,19117.96,105.2
21:24:10,server_3,87.94,5.1,933.97,898.56,189.28
21:24:10,server_4,27.47,22.02,85.89,68.96,4761.26
21:24:10,server_1,46.79,45.71,2716.31,2922.83,1638.06
21:24:10,server_6,52.08,47.61,3842.35,3716.87,1000.52
21:24:10,server_7,58.99,69.76,1680.8,1406.6,751.16
21:24:10,server_8,98.02,91.01,987.7,992.47,66.78
21:24:10,server_5,60.68,40.3,4430.67,4445.9,1716.57
21:24:15,server_20,93.65,95.0,939.29,660.28,56.7
21:24:15,server_12,22.73,82.21,273.22,323.01,28.81
21:24:15,server_19,80.79,2.17,848.06,938.52,7.62
21:24:15,server_18,26.23,37.8,359.53,277.54,0.0
21:24:15,server_17,29.89,20.51,237.98,342.1,66.07
21:24:15,server_16,42.03,34.21,46.76,55.84,5983.86
21:24:15,server_15,59.58,45.93,16773.47,18851.6,1.8
21:24:15,server_14,46.86,47.05,4375.33,3650.01,1824.91
21:24:15,server_13,53.12,64.96,2674.07,2438.12,1427.72
21:24:15,server_11,43.42,48.32,352.43,272.27,113.54
21:24:15,server_7,36.6,49.4,198.78,113.64,8451.17
21:24:15,server_9,97.96,85.56,1051.32,1259.82,74.57
21:24:15,server_8,20.53,28.64,119.7,86.95,5149.34
21:24:15,server_6,23.54,29.08,126.79,182.29,42.21
21:24:15,server_5,29.03,84.45,316.67,184.15,66.47
21:24:15,server_4,71.86,41.74,7923.58,7655.74,111.19
21:24:15,server_3,42.07,64.81,4988.36,5330.31,1880.2
21:24:15,server_2,29.88,37.27,341.78,482.86,0.0
21:24:15,server_1,95.89,23.7,945.36,896.5,36.17
21:24:15,server_10,31.64,23.84,348.07,373.53,0.0
21:24:20,server_15,29.68,32.93,186.46,110.33,6992.77
21:24:20,server_13,60.92,57.68,559.14,536.36,10.21
21:24:20,server_14,59.33,59.35,19755.0,22746.66,100.01
21:24:20,server_16,68.58,69.42,753.31,518.07,0.0
21:24:20,server_12,92.14,29.35,951.5,1394.07,53.96
21:24:20,server_18,44.19,68.7,4208.89,4074.06,1376.92
21:24:20,server_19,63.28,53.3,1490.11,1481.09,896.52
21:24:20,server_20,96.94,20.57,927.78,1374.87,0.0
21:24:20,server_17,53.9,55.58,493.91,331.27,0.0
21:24:20,server_11,85.38,82.38,826.96,923.2,104.09
21:24:20,server_1,52.68,50.79,475.73,668.64,78.57
21:24:20,server_9,59.44,69.13,2634.88,2924.87,593.52
21:24:20,server_2,37.82,37.36,389.0,428.63,0.0
21:24:20,server_3,50.95,51.95,2776.0,2925.35,821.35
21:24:20,server_4,19.31,88.69,209.09,177.01,75.37
21:24:20,server_10,46.8,69.78,4337.16,4597.25,568.32
21:24:20,server_6,51.21,55.17,1247.77,1448.75,1530.33
21:24:20,server_7,69.95,70.01,738.65,438.47,152.39
21:24:20,server_8,29.34,40.95,274.07,228.29,0.0
21:24:20,server_5,69.14,34.11,7030.0,7298.56,24.11
21:24:25,server_13,25.92,30.65,193.68,274.16,5153.08
21:24:25,server_20,28.91,28.19,95.28,54.86,9036.47
21:24:25,server_19,0.15,93.89,0.0,0.0,88.14
21:24:25,server_18,47.29,56.13,475.31,605.29,55.1
21:24:25,server_17,42.98,55.27,1965.42,2215.54,1184.29
21:24:25,server_16,67.33,39.16,12343.71,12071.33,72.52
21:24:25,server_15,46.6,41.22,462.56,612.12,104.15
21:24:25,server_14,88.61,1.21,896.2,865.94,0.0
21:24:25,server_12,29.28,23.82,86.48,119.47,7533.21
21:24:25,server_11,85.15,1.37,902.29,724.1,50.93
21:24:25,server_1,50.95,51.28,13120.28,12186.93,96.38
21:24:25,server_9,46.88,36.47,97.95,138.72,9870.95
21:24:25,server_8,64.57,77.27,628.02,505.09,72.52
21:24:25,server_7,48.7,59.66,2360.04,2554.14,671.89
21:24:25,server_6,21.8,37.99,187.42,194.36,8903.84
21:24:25,server_5,80.63,1.68,785.76,831.71,65.48
21:24:25,server_4,30.09,19.8,261.64,391.51,36.18
21:24:25,server_3,44.07,63.51,472.03,618.28,93.32
21:24:25,server_2,30.91,38.73,125.03,88.85,8646.54
21:24:25,server_10,69.09,38.67,6075.0,5221.32,144.03
21:24:30,server_13,57.51,68.42,547.97,753.25,89.77
21:24:30,server_14,49.54,47.92,3063.19,3603.11,700.18
21:24:30,server_15,22.66,49.09,193.12,288.8,7281.01
21:24:30,server_16,62.35,76.63,693.13,822.3,0.0
21:24:30,server_12,20.38,82.4,203.7,181.06,43.16
21:24:30,server_18,24.68,38.75,166.64,168.98,7737.7
21:24:30,server_19,67.38,61.37,668.67,940.54,8.88
21:24:30,server_20,77.39,30.95,11558.98,10795.89,76.08
21:24:30,server_17,9.79,94.22,118.54,91.94,0.0
21:24:30,server_11,86.94,2.99,900.02,1245.47,0.0
21:24:30,server_1,52.02,59.78,474.9,632.88,138.99
21:24:30,server_9,97.28,98.78,832.52,1246.08,69.98
21:24:30,server_8,6.57,93.75,24.48,29.59,55.13
21:24:30,server_7,91.29,95.03,953.03,531.86,77.36
21:24:30,server_6,63.84,49.59,13196.25,14323.52,1.27
21:24:30,server_5,62.03,54.39,18420.23,18363.59,162.59
21:24:30,server_4,53.86,64.85,595.01,729.45,194.51
21:24:30,server_3,66.17,85.43,644.53,583.77,34.17
21:24:30,server_2,40.96,45.17,418.18,321.53,132.78
21:24:30,server_10,67.44,63.48,600.23,507.01,90.28
21:24:35,server_13,51.38,56.55,442.35,640.46,69.09
21:24:35,server_14,20.04,23.73,236.32,354.32,79.6
21:24:35,server_15,21.2,21.76,197.88,278.27,31.16
21:24:35,server_16,32.04,49.68,68.36,55.46,5571.44
21:24:35,server_20,45.6,30.19,161.5,114.9,5384.81
21:24:35,server_18,43.95,41.16,506.13,588.21,1.24
21:24:35,server_19,97.86,87.2,988.45,580.83,119.61
21:24:35,server_12,60.43,69.18,4111.1,4668.01,889.33
21:24:35,server_17,90.21,23.35,964.32,1129.22,76.46
21:24:35,server_11,94.49,14.65,969.94,790.32,55.65
21:24:35,server_1,87.73,90.57,926.59,628.18,29.18
21:24:35,server_9,98.19,86.74,967.05,1272.94,66.45
21:24:35,server_2,30.92,29.47,185.35,255.66,9592.52
21:24:35,server_3,25.91,32.62,119.92,155.54,0.0
21:24:35,server_4,26.57,33.86,25.89,21.47,3700.07
21:24:35,server_10,35.34,25.36,36.97,28.76,9085.23
21:24:35,server_6,93.53,7.86,1012.4,994.77,64.56
21:24:35,server_7,87.85,90.1,879.61,1175.04,47.6
21:24:35,server_8,67.98,70.33,710.43,543.25,93.31
21:24:35,server_5,35.17,38.67,133.32,91.97,9050.5
21:24:40,server_12,24.33,9.6,219.57,317.06,0.0
21:24:40,server_19,61.43,60.18,671.03,567.57,71.45
21:24:40,server_18,64.72,42.35,17205.44,14025.24,85.74
21:24:40,server_17,83.99,4.18,831.2,923.26,119.8
21:24:40,server_16,47.09,55.68,3064.5,2913.62,799.3
21:24:40,server_15,58.9,43.64,11015.27,10022.1,42.29
21:24:40,server_14,51.71,59.44,4700.65,3931.78,1498.1
21:24:40,server_13,52.3,64.29,549.27,740.99,7.92
21:24:40,server_20,61.95,50.23,12100.66,11943.56,111.08
21:24:40,server_11,67.44,59.55,4447.19,4801.99,1894.99
21:24:40,server_9,8.21,98.61,156.41,85.91,44.21
21:24:40,server_8,94.56,95.59,924.84,1350.56,102.3
21:24:40,server_7,90.64,87.57,905.15,1314.69,62.15
21:24:40,server_6,68.49,36.21,16635.65,18426.36,161.55
21:24:40,server_5,7.2,84.48,31.06,35.27,0.0
21:24:40,server_4,92.58,84.48,912.92,1308.24,118.62
21:24:40,server_3,85.05,96.77,879.81,928.98,91.28
21:24:40,server_2,30.71,32.15,398.96,594.63,49.98
21:24:40,server_1,64.03,57.3,680.05,958.24,0.0
21:24:40,server_10,44.95,54.93,428.24,358.49,30.59
21:24:45,server_13,32.7,29.32,270.44,155.16,78.83
21:24:45,server_20,67.88,56.19,18533.07,21651.35,76.62
21:24:45,server_14,20.61,32.16,18.67,25.01,4232.67
21:24:45,server_15,76.63,50.48,17750.47,20874.16,72.4
21:24:45,server_12,45.95,51.27,402.18,500.89,0.0
21:24:45,server_17,21.48,12.83,75.69,66.19,93.96
21:24:45,server_18,46.4,40.14,346.39,406.25,4.74
21:24:45,server_19,37.67,42.32,387.83,423.02,56.16
21:24:45,server_16,22.46,39.3,132.32,125.2,143.85
21:24:45,server_11,58.84,50.51,14108.4,11688.49,75.69
21:24:45,server_7,85.38,93.25,832.6,668.18,32.23
21:24:45,server_9,23.37,38.75,16.8,8.76,5263.92
21:24:45,server_8,56.66,63.11,2497.16,2254.05,822.9
21:24:45,server_6,84.24,11.46,727.24,922.54,28.05
21:24:45,server_5,34.66,30.27,296.25,396.95,32.84
21:24:45,server_4,92.99,19.35,907.38,1043.79,34.35
21:24:45,server_3,69.01,50.41,2055.62,1898.35,596.57
21:24:45,server_2,51.78,52.69,9619.66,9972.77,92.51
21:24:45,server_1,48.37,34.66,8.14,12.1,3736.16
21:24:45,server_10,42.78,55.39,488.32,590.22,41.49
21:24:50,server_13,97.98,91.8,922.55,623.72,142.15
21:24:50,server_14,25.26,30.72,271.09,284.77,0.0
21:24:50,server_15,60.4,56.38,1398.74,1240.51,907.62
21:24:50,server_16,51.44,47.08,1861.77,1791.52,827.42
21:24:50,server_20,29.26,35.13,198.7,167.11,4249.72
21:24:50,server_18,26.2,92.5,297.34,350.07,88.62
21:24:50,server_19,35.3,59.05,399.8,301.54,144.19
21:24:50,server_12,53.55,47.36,561.73,386.29,78.79
21:24:50,server_17,20.06,25.27,271.88,214.6,23.18
21:24:50,server_11,62.18,43.8,4576.75,4746.79,797.68
21:24:50,server_10,69.83,78.28,763.07,622.75,71.53
21:24:50,server_9,43.81,57.6,404.26,362.78,11.04
21:24:50,server_2,31.82,43.36,167.41,123.43,5673.26
21:24:50,server_3,11.6,99.86,118.24,143.03,68.1
21:24:50,server_4,64.82,54.33,1170.74,1000.74,721.56
21:24:50,server_1,97.3,98.78,1071.33,1504.27,175.23
21:24:50,server_6,67.73,40.42,9079.36,10671.5,121.56
21:24:50,server_7,28.87,17.47,224.04,157.48,0.0
21:24:50,server_8,51.67,49.51,1963.76,1796.43,1850.73
21:24:50,server_5,41.58,41.42,329.3,437.45,13.78
21:24:55,server_12,23.04,20.66,250.64,155.94,0.0
21:24:55,server_19,67.37,100.0,675.25,510.36,42.59
21:24:55,server_18,90.59,85.36,976.49,1416.22,4.97
21:24:55,server_17,31.18,28.28,55.29,82.91,6903.19
21:24:55,server_16,83.91,0.45,878.9,1232.88,0.0
21:24:55,server_15,84.12,16.72,761.41,1102.21,87.16
21:24:55,server_14,48.01,25.88,158.96,116.02,6898.83
21:24:55,server_13,20.36,96.19,294.67,375.94,48.67
21:24:55,server_11,96.06,88.99,1002.03,907.38,160.94
21:24:55,server_20,87.55,90.81,920.02,475.31,85.97
21:24:55,server_9,85.83,93.73,890.68,1048.98,81.25
21:24:55,server_1,49.17,37.07,508.74,742.52,45.5
21:24:55,server_2,59.61,52.16,19782.33,20969.09,100.44
21:24:55,server_3,47.04,45.33,528.39,698.02,129.39
21:24:55,server_4,24.27,37.0,161.21,119.09,0.0
21:24:55,server_10,75.26,53.8,11955.57,11585.64,3.62
21:24:55,server_6,80.43,5.72,773.25,443.09,0.0
21:24:55,server_7,46.76,56.45,4786.4,5185.5,1561.08
21:24:55,server_8,51.02,48.55,606.49,680.92,52.28
21:24:55,server_5,50.99,76.38,538.73,638.71,96.12
21:25:00,server_12,12.67,94.41,118.49,86.32,8.15
21:25:00,server_19,19.71,81.41,168.01,230.62,82.21
21:25:00,server_18,71.45,34.15,12880.06,10805.04,94.83
21:25:00,server_17,63.21,71.24,548.37,755.93,31.11
21:25:00,server_16,86.13,17.09,904.78,582.17,75.81
21:25:00,server_15,29.01,46.96,195.29,193.33,16.53
21:25:00,server_14,27.32,95.12,252.6,210.18,34.03
21:25:00,server_13,20.18,93.68,145.54,92.7,91.7
21:25:00,server_11,63.18,43.31,3684.87,3292.6,1884.59
21:25:00,server_20,40.52,52.05,400.11,430.31,16.9
21:25:00,server_9,93.37,88.32,847.01,806.14,24.45
21:25:00,server_1,72.85,36.77,12538.72,14154.94,185.06
21:25:00,server_2,30.11,36.04,225.93,254.29,30.87
21:25:00,server_3,43.22,34.2,395.7,402.81,0.0
21:25:00,server_4,84.8,4.87,845.78,1139.79,58.88
21:25:00,server_10,22.98,26.89,272.13,258.68,66.03
21:25:00,server_6,94.6,16.37,988.61,1295.33,79.02
21:25:00,server_7,80.49,19.49,818.4,536.5,38.16
21:25:00,server_8,65.04,54.5,4346.92,4258.84,548.85
21:25:00,server_5,40.81,41.05,457.09,480.14,49.31
21:25:05,server_11,56.03,67.95,544.22,664.53,33.38
21:25:05,server_19,91.43,86.52,917.63,672.95,102.36
21:25:05,server_18,63.02,67.92,612.18,647.98,0.0
21:25:05,server_17,68.26,69.48,661.44,347.88,18.42
21:25:05,server_16,36.16,44.54,346.81,210.13,22.99
21:25:05,server_15,39.03,54.4,373.32,546.79,78.34
21:25:05,server_14,49.97,67.08,2860.74,2732.46,1072.87
21:25:05,server_13,91.36,20.71,933.0,1224.36,26.22
21:25:05,server_12,24.05,23.17,46.41,64.82,8123.26
21:25:05,server_20,19.96,98.71,206.09,143.6,66.9
21:25:05,server_10,23.81,87.61,255.25,227.74,95.49
21:25:05,server_8,34.12,44.43,332.2,366.28,0.0
21:25:05,server_7,28.05,34.16,208.13,156.33,52.05
21:25:05,server_6,24.2,84.16,238.86,223.74,67.03
21:25:05,server_5,26.54,80.86,279.16,258.23,14.65
21:25:05,server_4,38.82,41.91,79.4,107.66,7519.24
21:25:05,server_3,37.67,24.25,30.75,34.11,3558.5
21:25:05,server_2,58.21,53.93,687.73,675.04,4.6
21:25:05,server_1,38.84,41.23,371.33,453.78,118.55
21:25:05,server_9,63.57,79.17,520.62,697.73,29.37
21:25:10,server_13,92.52,16.27,964.64,909.45,19.73
21:25:10,server_14,42.03,29.31,106.53,88.43,9024.76
21:25:10,server_15,22.41,43.24,182.74,246.58,4038.22
21:25:10,server_12,85.92,25.34,897.84,678.84,0.0
21:25:10,server_20,51.32,61.65,1024.34,868.43,902.93
21:25:10,server_18,66.94,75.45,666.97,617.69,10.71
21:25:10,server_19,51.92,40.38,477.12,381.06,21.04
21:25:10,server_16,63.23,71.16,683.0,729.25,0.0
21:25:10,server_11,95.91,1.06,931.86,535.21,0.0
21:25:10,server_17,51.63,44.03,18034.25,16722.49,123.3
21:25:10,server_9,73.6,50.95,5579.91,4541.03,6.42
21:25:10,server_1,87.79,9.41,890.1,936.94,107.91
21:25:10,server_2,25.67,18.94,299.14,437.89,31.22
21:25:10,server_3,47.43,50.94,3592.85,3154.08,502.31
21:25:10,server_4,49.9,40.82,116.88,156.27,3055.51
21:25:10,server_10,51.02,65.86,510.65,285.78,41.67
21:25:10,server_6,93.75,7.99,952.54,1230.26,0.0
21:25:10,server_7,37.46,36.48,435.87,474.49,60.64
21:25:10,server_8,9.18,94.66,118.62,146.54,31.35
21:25:10,server_5,69.11,80.56,641.43,859.97,132.04
21:25:15,server_12,26.2,24.45,320.74,264.64,5.81
21:25:15,server_19,58.84,41.81,3988.03,3453.31,681.4
21:25:15,server_18,41.67,57.46,1959.07,1751.71,1369.09
21:25:15,server_17,6.1,83.48,23.64,11.85,73.15
21:25:15,server_16,57.9,66.3,588.48,479.66,65.94
21:25:15,server_15,49.17,48.06,459.68,352.13,0.0
21:25:15,server_14,48.01,68.19,489.55,431.42,10.81
21:25:15,server_13,46.23,47.24,363.51,400.03,0.0
21:25:15,server_11,22.13,7.11,193.98,119.73,2.48
21:25:15,server_20,27.94,98.83,256.01,316.19,33.62
21:25:15,server_9,60.01,57.19,638.99,431.41,136.98
21:25:15,server_1,85.3,84.5,803.83,1159.11,109.42
21:25:15,server_2,38.5,32.79,417.49,394.65,103.71
21:25:15,server_3,22.64,23.64,302.8,386.0,46.88
21:25:15,server_4,45.01,46.56,19.73,19.93,6432.05
21:25:15,server_10,89.9,84.22,923.19,820.72,122.22
21:25:15,server_6,60.43,47.31,15702.01,18356.22,101.39
21:25:15,server_7,92.26,94.55,844.36,571.52,165.49
21:25:15,server_8,86.28,24.79,842.4,511.99,36.18
21:25:15,server_5,30.26,36.91,370.28,347.61,80.75
21:25:20,server_11,54.28,56.23,498.0,427.72,57.55
21:25:20,server_19,47.99,60.36,426.78,590.57,10.35
21:25:20,server_18,77.92,47.75,17475.63,16806.53,29.99
21:25:20,server_17,51.08,51.07,2821.04,2475.53,1546.29
21:25:20,server_16,6.68,84.15,54.78,47.56,170.6
21:25:20,server_15,50.4,52.56,18283.05,15391.63,162.91
21:25:20,server_14,52.65,74.36,541.8,713.35,3.4
21:25:20,server_13,95.43,98.3,907.98,645.21,44.52
21:25:20,server_12,96.96,94.84,1006.98,1063.61,91.15
21:25:20,server_20,59.02,48.67,583.34,647.52,110.26
21:25:20,server_10,31.36,37.6,319.81,263.85,46.01
21:25:20,server_8,63.69,31.63,19333.22,21486.93,153.16
21:25:20,server_7,35.21,34.41,342.67,292.07,30.68
21:25:20,server_6,99.28,99.88,974.24,1381.16,148.66
21:25:20,server_5,53.04,76.39,643.83,428.41,32.4
21:25:20,server_4,48.34,44.34,4750.12,4013.59,1001.63
21:25:20,server_3,41.54,56.53,3926.28,4216.0,833.5
21:25:20,server_2,52.75,75.14,575.49,435.07,82.38
21:25:20,server_1,17.62,87.37,162.72,136.97,0.0
21:25:20,server_9,89.15,93.19,946.77,1084.93,99.23
21:25:25,server_13,23.94,21.18,205.97,149.99,108.93
21:25:25,server_20,47.91,49.01,497.84,413.71,39.55
21:25:25,server_14,18.3,96.77,92.96,107.69,0.0
21:25:25,server_15,59.7,42.4,2011.66,2384.24,1290.89
21:25:25,server_19,57.36,45.6,14684.05,16925.21,6.77
21:25:25,server_17,87.14,94.35,856.87,1041.76,89.69
21:25:25,server_18,48.17,56.32,453.68,271.76,102.74
21:25:25,server_12,96.14,93.02,1007.05,1287.48,138.39
21:25:25,server_16,47.57,32.14,89.32,95.69,3040.42
21:25:25,server_11,45.01,59.78,487.01,667.04,29.11
21:25:25,server_7,59.58,70.92,604.15,864.15,186.1
21:25:25,server_9,14.25,92.08,141.57,88.06,20.44
21:25:25,server_8,99.07,97.03,1036.0,1539.17,14.05
21:25:25,server_6,51.86,58.96,11694.45,9846.11,182.72
21:25:25,server_5,22.46,31.88,144.06,125.08,0.0
21:25:25,server_4,28.9,48.62,279.19,341.21,0.0
21:25:25,server_3,54.02,66.51,519.03,589.58,81.72
21:25:25,server_2,80.48,7.41,819.75,936.6,82.43
21:25:25,server_1,36.22,30.11,321.53,323.98,80.31
21:25:25,server_10,33.83,20.32,179.71,111.97,9983.12
21:25:30,server_13,25.45,43.82,11.04,9.33,7608.58
21:25:30,server_14,68.04,59.16,699.56,786.83,35.43
21:25:30,server_15,46.75,41.59,2746.39,2555.1,1723.49
21:25:30,server_20,35.42,43.2,419.84,587.78,29.06
21:25:30,server_18,61.17,52.58,634.56,936.71,124.74
21:25:30,server_19,23.67,44.24,182.85,198.88,7162.97
21:25:30,server_12,64.14,70.02,672.24,885.47,104.12
21:25:30,server_16,35.15,40.69,440.71,545.84,41.25
21:25:30,server_11,50.56,61.18,472.58,442.17,87.23
21:25:30,server_17,8.4,81.93,118.05,80.12,74.95
21:25:30,server_9,92.4,94.32,952.53,1045.34,89.8
21:25:30,server_8,56.15,56.14,2978.83,3352.34,1969.78
21:25:30,server_7,36.24,54.21,334.86,312.53,0.0
21:25:30,server_6,40.17,55.77,4614.69,4040.8,658.76
21:25:30,server_5,50.35,61.54,556.48,317.35,10.86
21:25:30,server_4,24.93,20.65,291.55,319.48,0.0
21:25:30,server_3,51.84,52.9,535.58,406.74,8.9
21:25:30,server_2,4.06,91.14,17.31,11.35,30.48
21:25:30,server_1,87.36,19.27,809.39,860.72,86.62
21:25:30,server_10,25.82,33.81,15.07,14.03,6871.49
21:25:35,server_13,50.94,63.01,1474.18,1712.2,715.0
21:25:35,server_14,96.75,10.86,963.13,533.97,74.35
21:25:35,server_15,94.25,97.87,874.74,528.31,0.0
21:25:35,server_20,25.8,45.66,239.05,165.26,0.0
21:25:35,server_17,31.7,35.05,414.83,446.6,44.95
21:25:35,server_18,44.94,41.3,154.49,212.73,3497.06
21:25:35,server_19,25.2,24.79,88.6,124.09,6753.07
21:25:35,server_12,45.76,30.15,463.91,295.75,9.37
21:25:35,server_16,61.11,86.74,629.42,672.04,88.5
21:25:35,server_11,39.14,26.5,163.02,235.8,7641.44
21:25:35,server_7,93.07,88.32,960.93,858.83,43.0
21:25:35,server_9,32.52,32.29,288.36,366.32,15.28
21:25:35,server_8,39.34,25.7,104.62,77.46,3867.93
21:25:35,server_6,22.27,94.41,334.97,428.15,52.62
21:25:35,server_5,66.39,60.74,1598.73,1901.6,688.99
21:25:35,server_4,82.34,7.62,819.36,458.07,99.93
21:25:35,server_3,85.1,28.19,854.44,730.64,144.77
21:25:35,server_2,48.41,59.07,475.89,319.77,44.33
21:25:35,server_1,68.3,87.32,639.67,780.26,38.87
21:25:35,server_10,92.93,90.71,845.3,1192.85,59.77
21:25:40,server_15,55.34,54.62,437.9,262.35,47.52
21:25:40,server_14,32.91,39.98,368.19,195.47,8.46
21:25:40,server_16,24.06,39.98,241.42,288.87,0.0
21:25:40,server_13,67.35,81.6,691.02,546.34,20.93
21:25:40,server_18,24.91,8.96,215.46,163.9,10.56
21:25:40,server_19,57.56,64.33,564.27,382.24,29.95
21:25:40,server_20,62.62,73.01,553.32,810.19,202.49
21:25:40,server_12,37.7,49.7,402.02,536.53,0.0
21:25:40,server_17,31.06,27.86,335.45,185.93,0.31
21:25:40,server_11,37.49,22.6,379.62,339.2,57.35
21:25:40,server_10,23.51,24.19,57.04,77.27,9166.17
21:25:40,server_9,27.07,34.06,219.85,275.2,0.0
21:25:40,server_2,38.13,46.39,411.49,431.87,81.37
21:25:40,server_3,37.97,47.94,144.62,107.2,5212.57
21:25:40,server_4,33.68,39.77,457.06,606.76,0.0
21:25:40,server_1,66.05,48.51,10271.59,9099.74,53.17
21:25:40,server_6,51.56,40.35,3670.2,4388.44,593.07
21:25:40,server_7,66.0,48.74,6789.61,8090.75,68.51
21:25:40,server_8,59.54,74.33,671.47,840.02,109.65
21:25:40,server_5,10.38,82.02,106.36,132.66,54.06
21:25:45,server_12,47.0,42.18,447.3,559.81,20.53
21:25:45,server_19,37.98,20.25,11.48,10.19,8790.13
21:25:45,server_18,42.87,49.24,506.58,686.01,14.46
21:25:45,server_17,98.58,21.09,1140.29,1145.19,59.01
21:25:45,server_16,25.3,43.29,189.26,216.14,43.48
21:25:45,server_15,99.59,85.42,977.18,968.35,72.06
21:25:45,server_14,54.83,49.76,2490.83,2965.17,1430.05
21:25:45,server_13,94.29,99.53,977.62,1065.26,135.5
21:25:45,server_11,28.64,89.2,260.73,208.82,180.87
21:25:45,server_20,46.35,50.71,2838.73,2645.69,521.17
21:25:45,server_9,30.56,44.78,251.54,127.34,79.35
21:25:45,server_1,23.73,36.24,195.3,185.03,0.0
21:25:45,server_2,28.92,23.76,338.12,297.48,37.8
21:25:45,server_3,44.38,57.19,491.77,598.04,38.79
21:25:45,server_4,85.94,89.88,856.6,557.71,165.92
21:25:45,server_10,26.61,37.47,271.64,217.66,136.39
21:25:45,server_6,68.44,92.72,677.34,798.2,112.05
21:25:45,server_7,92.1,91.5,882.65,1118.38,141.0
21:25:45,server_8,44.1,44.64,394.34,295.1,81.57
21:25:45,server_5,98.99,1.25,980.76,1061.52,110.51
21:25:50,server_11,66.95,63.96,1693.38,2002.81,1614.89
21:25:50,server_19,51.14,59.94,456.54,535.25,81.64
21:25:50,server_18,59.24,45.32,8258.41,9462.99,192.11
21:25:50,server_17,25.13,30.28,212.34,162.32,0.0
21:25:50,server_16,85.65,98.08,916.87,1062.88,28.86
21:25:50,server_15,62.87,58.32,614.67,377.47,109.48
21:25:50,server_14,97.63,93.18,982.39,618.49,182.37
21:25:50,server_13,51.28,50.5,14508.95,16468.5,179.87
21:25:50,server_12,51.76,59.35,3379.99,3244.36,1690.88
21:25:50,server_20,51.94,59.81,2181.43,1777.74,779.57
21:25:50,server_10,58.54,62.05,648.41,336.91,99.13
21:25:50,server_8,59.08,67.77,624.51,779.82,95.95
21:25:50,server_7,81.75,0.13,816.83,915.53,0.0
21:25:50,server_6,48.28,68.4,470.4,535.31,71.48
21:25:50,server_5,71.59,40.9,14184.13,15515.0,92.65
21:25:50,server_4,84.65,10.25,898.08,659.99,0.0
21:25:50,server_3,46.02,35.14,423.03,251.02,75.33
21:25:50,server_2,78.99,35.13,17081.24,13765.54,8.0
21:25:50,server_1,98.56,92.55,988.76,927.36,114.38
21:25:50,server_9,60.71,66.28,3979.41,3222.49,1007.7
21:25:55,server_14,15.19,94.28,143.79,208.95,0.0
21:25:55,server_15,36.26,53.25,366.2,244.84,99.73
